"gene_id"	"expo_RPKM_rep1"	"expo_RPKM_rep2"	"stat_RPKM_rep1"	"stat_RPKM_rep2"
"TK0028"	228.042149677427	286.884995215375	389.974316779509	510.542869133893
"TK0029"	76.4550954241722	99.3721108924054	109.071608111937	61.719677547629
"TK0030"	517.026231124034	891.60137512427	609.375889451517	661.975504912586
"TK0031"	157.367044214123	157.799072211378	132.983719120401	162.940152102221
"TK0032"	87.4058271356051	72.1096855017941	83.3009915910274	107.643989362827
"TK0033"	492.340856173541	398.529422864964	601.584453551107	640.797083534592
"TK0034"	763.280640747736	1181.86839063354	1042.10341720164	773.577440720415
"TK0035"	214.144834618876	269.464304564955	200.768996587709	246.61169693797
"TK0036"	5641.8853434499	11527.9225745627	6079.19408457479	6572.23381047962
"TK0037"	824.873705002867	912.925662104484	576.868008425199	804.988170988308
"TK0038"	186.349600820744	1360.92133157444	357.783843887095	411.519074719087
"TK0039"	243.062123792714	1158.87182127024	361.070271306531	394.202770825982
"TK0040"	428.595462572225	1306.55956290038	535.124095459776	481.957456678859
"TK0041"	264.773861889164	696.218344824374	277.970292310994	299.938993689322
"TK0042"	177.634190909956	442.009701608186	187.117887824347	151.99848513261
"TK0043"	198.650595350936	409.254867450644	156.478548892616	203.426662786306
"TK0044"	348.548170186701	600.025053158734	292.063482941327	309.428289462399
"TK0045"	73.5773720310588	130.620441499102	51.8162712574126	64.4229546270521
"TK0046"	32.3631304613529	51.9522200085019	25.3436284662196	21.064173878601
"TK0047"	53.598311906517	56.5724416014404	40.8705704967522	21.6362418872636
"TK0048"	110.017325479562	112.682497913061	98.6848112781037	62.7108902542973
"TK0049"	54.8128987211402	49.0904848543598	51.271074178612	29.3735604690094
"TK0050"	56.0188073670685	36.9659578287714	53.3627950085149	32.9681741094147
"TK0051"	73.2183915227551	71.2480232713379	102.478273803327	76.3433204091958
"TK0052"	181.098807008084	104.032647094831	125.853669799	151.119831814474
"TK0053"	395.806998454572	505.288140749986	494.969239715347	373.59841202213
"TK0054"	72.0884450687016	130.611846352593	75.250576165786	140.967089182358
"TK0055"	204.012567325635	129.066144028893	166.903002313028	296.995639160465
"TK0056"	396.373386202316	286.845809343168	324.678053268612	359.090486155412
"TK0057"	181.716253675706	40.5833137079192	352.72694976749	305.173560720081
"TK0058"	52.7085834021903	40.064492936085	60.9788075523927	58.6770975045885
"TK0059"	552.378452055592	368.801754869787	574.876831159817	442.618055761127
"TK0060"	497.796320776793	326.807990792591	456.274643901664	413.037595290006
"TK0061"	105.995573722493	87.7815213105752	121.69278197078	96.7299142196841
"TK0062"	88.9598431982523	107.449154388586	110.312822063034	162.096608528805
"TK0063"	52.9748162984648	62.4499191108844	75.3247482399012	69.7069733795974
"TK0064"	50.5291492716728	42.5555203565321	65.8999043022349	53.7690754269551
"TK0065"	54.0982717202275	90.2572896864123	80.7213479804665	71.0686909991059
"TK0066"	88.0180720071696	51.8720055669036	112.486400374426	41.1631696250209
"TK0067"	345.299524616492	227.237875977275	471.771289694704	222.089659372206
"TK0068"	241.659085274122	257.019648885124	164.189132356718	155.068519561659
"TK0069"	590.362096204586	653.911971259749	335.299262283623	334.335901435129
"TK0070"	2083.41462668608	1674.92383348417	2334.01889479477	2088.30575230582
"TK0071"	439.851505023617	318.941479204876	234.69846037709	256.625132719558
"TK0072"	251.270321338737	359.058786561543	69.8702309046169	74.0688290594311
"TK0073"	4.18089887590674	2.52679982324783	2.36255599555982	9.94802505586588
"TK0074"	14.0653953238752	6.60149108219796	10.0766636905504	10.8152382253736
"TK0075"	21.3140135297282	10.1260983193432	17.2891987583103	15.2821605551555
